Audiofilename,Starttime,Endtime
BUK1_20181013_023504.wav,1067.0,1067.5
BUK1_20181013_023504.wav,1068.0,1068.5
BUK1_20181013_023504.wav,1070.0,1076.0
BUK1_20181013_023504.wav,1077.0,1079.5
BUK1_20181013_023504.wav,1082.5,1084.0
BUK1_20181013_023504.wav,1087.0,1087.5
BUK1_20181013_023504.wav,1088.5,1089.5
BUK1_20181013_023504.wav,1091.0,1091.5
BUK1_20181013_023504.wav,1092.0,1092.5
BUK1_20181013_023504.wav,1093.0,1094.0
BUK1_20181013_023504.wav,1094.5,1100.0
BUK1_20181013_023504.wav,1100.5,1104.5
BUK1_20181013_023504.wav,1105.0,1105.5
BUK1_20181013_023504.wav,1106.0,1109.0
BUK1_20181013_023504.wav,1109.5,1121.5
BUK1_20181013_023504.wav,1123.5,1125.5
BUK1_20181013_023504.wav,1127.0,1138.5
BUK1_20181013_023504.wav,1139.0,1144.5
BUK1_20181013_023504.wav,1145.5,1156.5
BUK1_20181013_023504.wav,1157.0,1159.0
BUK1_20181013_023504.wav,1160.0,1162.0
BUK1_20181013_023504.wav,1162.5,1164.5
BUK1_20181013_023504.wav,1165.5,1167.5
BUK1_20181013_023504.wav,1168.5,1170.5
BUK1_20181013_023504.wav,1172.5,1183.0
BUK1_20181013_023504.wav,1183.5,1190.0
BUK1_20181013_023504.wav,1190.5,1197.5
BUK1_20181013_023504.wav,1198.0,1201.5
BUK1_20181013_023504.wav,1202.5,1207.5
BUK1_20181013_023504.wav,1208.5,1209.0
BUK1_20181013_023504.wav,1210.0,1212.0
BUK1_20181013_023504.wav,1214.0,1217.0
BUK1_20181013_023504.wav,1218.0,1226.0
BUK1_20181013_023504.wav,1226.5,1234.0
BUK1_20181013_023504.wav,1235.5,1239.0
BUK1_20181013_023504.wav,1239.5,1240.5
BUK1_20181013_023504.wav,1241.0,1243.5
BUK1_20181013_023504.wav,1244.0,1244.5
BUK1_20181013_023504.wav,1245.0,1245.5
BUK1_20181013_023504.wav,1246.0,1248.0
BUK1_20181013_023504.wav,1248.5,1249.5
BUK1_20181013_023504.wav,1250.0,1251.0
BUK1_20181013_023504.wav,1252.5,1255.5
BUK1_20181013_023504.wav,1258.0,1260.5
BUK1_20181013_023504.wav,1261.0,1263.0
BUK1_20181013_023504.wav,1264.0,1267.5
BUK1_20181013_023504.wav,1269.0,1276.0
BUK1_20181013_023504.wav,1276.5,1278.5
BUK1_20181013_023504.wav,1279.0,1283.0
BUK1_20181013_023504.wav,1284.0,1293.0
BUK1_20181013_023504.wav,1294.0,1294.5
BUK1_20181013_023504.wav,1295.0,1298.0
BUK1_20181013_023504.wav,1298.5,1300.0
BUK1_20181013_023504.wav,1301.0,1305.5
BUK1_20181013_023504.wav,1307.0,1307.5
BUK1_20181013_023504.wav,1308.0,1311.0
BUK1_20181013_023504.wav,1311.5,1322.0
BUK1_20181013_023504.wav,1322.5,1324.0
BUK1_20181013_023504.wav,1324.5,1329.0
BUK1_20181013_023504.wav,1329.5,1330.0
BUK1_20181013_023504.wav,1331.5,1333.0
BUK1_20181013_023504.wav,1333.5,1337.0
BUK1_20181013_023504.wav,1339.0,1340.5
BUK1_20181013_023504.wav,1341.5,1342.0
BUK1_20181013_023504.wav,1344.0,1347.0
BUK1_20181013_023504.wav,1349.0,1351.0
BUK1_20181013_023504.wav,1351.5,1352.5
BUK1_20181013_023504.wav,1354.0,1361.0
BUK1_20181013_023504.wav,1362.0,1366.0
BUK1_20181013_023504.wav,1366.5,1370.0
BUK1_20181013_023504.wav,1370.5,1385.0
BUK1_20181013_023504.wav,1385.5,1386.5
BUK1_20181013_023504.wav,1388.5,1403.5
BUK1_20181013_023504.wav,1404.0,1405.0
BUK1_20181013_023504.wav,1405.5,1411.0
BUK1_20181013_023504.wav,1412.5,1413.0
BUK1_20181013_023504.wav,1413.5,1415.0
BUK1_20181013_023504.wav,1415.5,1422.5
BUK1_20181013_023504.wav,1423.5,1427.0
BUK1_20181013_023504.wav,1431.5,1432.5
BUK1_20181013_023504.wav,1433.5,1434.0
BUK1_20181013_023504.wav,1434.5,1439.5
BUK1_20181013_023504.wav,1440.0,1440.5
BUK1_20181013_023504.wav,1441.0,1459.0
BUK1_20181013_023504.wav,1459.5,1465.0
BUK1_20181013_023504.wav,1465.5,1468.5
BUK1_20181013_023504.wav,1469.0,1474.5
BUK1_20181013_023504.wav,1475.5,1477.0
BUK1_20181013_023504.wav,1478.5,1479.5
BUK1_20181013_023504.wav,1480.0,1484.0
BUK1_20181013_023504.wav,1484.5,1485.0
BUK1_20181013_023504.wav,1485.5,1487.0
BUK1_20181013_023504.wav,1488.5,1491.0
BUK1_20181013_023504.wav,1492.0,1498.5
BUK1_20181013_023504.wav,1499.0,1506.5
BUK1_20181013_023504.wav,1507.5,1519.0
BUK1_20181013_023504.wav,1520.0,1526.5
BUK1_20181013_023504.wav,1527.0,1537.5
BUK1_20181013_023504.wav,1539.5,1541.0
BUK1_20181013_023504.wav,1541.5,1542.5
BUK1_20181013_023504.wav,1543.5,1546.0
BUK1_20181013_023504.wav,1546.5,1565.0
BUK1_20181013_023504.wav,1565.5,1566.5
BUK1_20181013_023504.wav,1567.5,1583.0
BUK1_20181013_023504.wav,1584.0,1587.0
BUK1_20181013_023504.wav,1587.5,1591.5
BUK1_20181013_023504.wav,1592.0,1594.5
BUK1_20181013_023504.wav,1595.5,1597.0
BUK1_20181013_023504.wav,1597.5,1601.5
BUK1_20181013_023504.wav,1603.0,1607.5
BUK1_20181013_023504.wav,1608.5,1612.0
BUK1_20181013_023504.wav,1612.5,1614.0
BUK1_20181013_023504.wav,1614.5,1623.5
BUK1_20181013_023504.wav,1625.5,1628.5
BUK1_20181013_023504.wav,1629.5,1639.0
BUK1_20181013_023504.wav,1640.0,1643.5
BUK1_20181013_023504.wav,1644.0,1653.0
BUK1_20181013_023504.wav,1653.5,1657.5
BUK1_20181013_023504.wav,1658.5,1661.0
BUK1_20181013_023504.wav,1662.0,1665.0
BUK1_20181013_023504.wav,1665.5,1666.0
BUK1_20181013_023504.wav,1666.5,1672.0
BUK1_20181013_023504.wav,1672.5,1679.5
BUK1_20181013_023504.wav,1681.0,1684.0
BUK1_20181013_023504.wav,1685.5,1686.5
BUK1_20181013_023504.wav,1687.0,1691.5
BUK1_20181013_023504.wav,1692.0,1706.5
BUK1_20181013_023504.wav,1708.5,1712.5
BUK1_20181013_023504.wav,1715.0,1719.0
BUK1_20181013_023504.wav,1719.5,1727.0
BUK1_20181013_023504.wav,1728.0,1729.0
BUK1_20181013_023504.wav,1730.0,1733.0
BUK1_20181013_023504.wav,1734.0,1734.5
BUK1_20181013_023504.wav,1735.0,1739.0
BUK1_20181013_023504.wav,1739.5,1747.0
BUK1_20181013_023504.wav,1748.5,1753.5
BUK1_20181013_023504.wav,1755.5,1758.0
BUK1_20181013_023504.wav,1759.5,1763.0
BUK1_20181013_023504.wav,1766.0,1766.5
BUK1_20181013_023504.wav,1767.5,1770.5
BUK1_20181013_023504.wav,1772.5,1776.0
BUK1_20181013_023504.wav,1778.5,1781.0
BUK1_20181013_023504.wav,1783.5,1788.0
BUK1_20181013_023504.wav,1788.5,1794.0
BUK1_20181013_023504.wav,1796.5,1798.5
BUK1_20181013_023504.wav,1799.5,1800.0
BUK1_20181013_023504.wav,1800.5,1801.0
BUK4_20161011_000804.wav,0.0,0.5
BUK4_20161011_000804.wav,1.5,2.0
BUK4_20161011_000804.wav,3.0,3.5
BUK4_20161011_000804.wav,4.0,4.5
BUK4_20161011_000804.wav,5.5,7.0
BUK4_20161011_000804.wav,7.5,14.0
BUK4_20161011_000804.wav,14.5,16.0
BUK4_20161011_000804.wav,16.5,17.5
BUK4_20161011_000804.wav,18.0,18.5
BUK4_20161011_000804.wav,20.5,23.0
BUK4_20161011_000804.wav,23.5,24.5
BUK4_20161011_000804.wav,25.5,26.0
BUK4_20161011_000804.wav,26.5,27.5
BUK4_20161011_000804.wav,29.0,29.5
BUK4_20161011_000804.wav,30.0,31.5
BUK4_20161011_000804.wav,32.5,33.0
BUK4_20161011_000804.wav,34.0,35.0
BUK4_20161011_000804.wav,36.0,37.5
BUK4_20161011_000804.wav,38.0,42.0
BUK4_20161011_000804.wav,42.5,47.5
BUK4_20161011_000804.wav,48.0,50.5
BUK4_20161011_000804.wav,51.0,51.5
BUK4_20161011_000804.wav,52.0,52.5
BUK4_20161011_000804.wav,53.0,53.5
BUK4_20161011_000804.wav,54.0,54.5
BUK4_20161011_000804.wav,55.5,56.0
BUK4_20161011_000804.wav,59.0,60.0
BUK4_20161011_000804.wav,60.5,63.5
BUK4_20161011_000804.wav,64.0,64.5
BUK4_20161011_000804.wav,65.0,65.5
BUK4_20161011_000804.wav,66.0,66.5
BUK4_20161011_000804.wav,68.0,68.5
BUK4_20161011_000804.wav,69.5,71.0
BUK4_20161011_000804.wav,71.5,72.0
BUK4_20161011_000804.wav,72.5,75.0
BUK4_20161011_000804.wav,75.5,77.0
BUK4_20161011_000804.wav,77.5,78.0
BUK4_20161011_000804.wav,79.0,79.5
BUK4_20161011_000804.wav,80.0,81.0
BUK4_20161011_000804.wav,81.5,82.0
BUK4_20161011_000804.wav,84.0,84.5
BUK4_20161011_000804.wav,86.0,86.5
BUK4_20161011_000804.wav,87.0,87.5
BUK4_20161011_000804.wav,89.0,89.5
BUK4_20161011_000804.wav,93.0,95.0
BUK4_20161011_000804.wav,96.0,97.0
BUK4_20161011_000804.wav,98.0,98.5
BUK4_20161011_000804.wav,99.5,103.0
BUK4_20161011_000804.wav,103.5,104.0
BUK4_20161011_000804.wav,104.5,105.5
BUK4_20161011_000804.wav,107.5,108.0
BUK4_20161011_000804.wav,109.0,109.5
BUK4_20161011_000804.wav,110.0,110.5
BUK4_20161011_000804.wav,111.0,113.5
BUK4_20161011_000804.wav,114.5,115.0
BUK4_20161011_000804.wav,116.5,117.5
BUK4_20161011_000804.wav,118.5,119.0
BUK4_20161011_000804.wav,121.5,122.5
BUK4_20161011_000804.wav,123.5,125.0
BUK4_20161011_000804.wav,125.5,127.0
BUK4_20161011_000804.wav,128.0,129.0
BUK4_20161011_000804.wav,129.5,132.0
BUK4_20161011_000804.wav,134.0,134.5
BUK4_20161011_000804.wav,135.5,137.0
BUK4_20161011_000804.wav,137.5,138.0
BUK4_20161011_000804.wav,139.5,140.0
BUK4_20161011_000804.wav,140.5,141.0
BUK4_20161011_000804.wav,142.5,143.5
BUK4_20161011_000804.wav,144.0,145.0
BUK4_20161011_000804.wav,145.5,146.0
BUK4_20161011_000804.wav,149.5,151.0
BUK4_20161011_000804.wav,151.5,154.5
BUK4_20161011_000804.wav,155.0,162.0
BUK4_20161011_000804.wav,163.5,165.0
BUK4_20161011_000804.wav,165.5,166.5
BUK4_20161011_000804.wav,167.0,167.5
BUK4_20161011_000804.wav,168.0,170.0
BUK4_20161011_000804.wav,170.5,173.5
BUK4_20161011_000804.wav,174.5,178.5
BUK4_20161011_000804.wav,179.5,181.0
BUK4_20161011_000804.wav,181.5,182.5
BUK4_20161011_000804.wav,183.5,186.5
BUK4_20161011_000804.wav,187.0,191.0
BUK4_20161011_000804.wav,191.5,194.0
BUK4_20161011_000804.wav,194.5,199.0
BUK4_20161011_000804.wav,199.5,203.0
BUK4_20161011_000804.wav,203.5,205.0
BUK4_20161011_000804.wav,205.5,207.5
BUK4_20161011_000804.wav,209.0,211.0
BUK4_20161011_000804.wav,212.5,215.5
BUK4_20161011_000804.wav,216.0,216.5
BUK4_20161011_000804.wav,217.0,217.5
BUK4_20161011_000804.wav,219.0,223.5
BUK4_20161011_000804.wav,224.0,224.5
BUK4_20161011_000804.wav,225.0,225.5
BUK4_20161011_000804.wav,226.0,227.0
BUK4_20161011_000804.wav,228.0,228.5
BUK4_20161011_000804.wav,229.0,230.0
BUK4_20161011_000804.wav,231.0,233.0
BUK4_20161011_000804.wav,233.5,236.0
BUK4_20161011_000804.wav,236.5,241.5
BUK4_20161011_000804.wav,242.5,243.5
BUK4_20161011_000804.wav,244.5,245.5
BUK4_20161011_000804.wav,246.5,247.0
BUK4_20161011_000804.wav,247.5,249.0
BUK4_20161011_000804.wav,249.5,250.5
BUK4_20161011_000804.wav,253.0,256.0
BUK4_20161011_000804.wav,256.5,258.0
BUK4_20161011_000804.wav,258.5,263.5
BUK4_20161011_000804.wav,264.5,265.5
BUK4_20161011_000804.wav,266.0,266.5
BUK4_20161011_000804.wav,269.0,270.0
BUK4_20161011_000804.wav,271.5,272.5
BUK4_20161011_000804.wav,273.0,276.5
BUK4_20161011_000804.wav,277.0,278.0
BUK4_20161011_000804.wav,280.0,281.5
BUK4_20161011_000804.wav,283.0,283.5
BUK4_20161011_000804.wav,284.0,284.5
BUK4_20161011_000804.wav,285.0,286.0
BUK4_20161011_000804.wav,287.0,287.5
BUK4_20161011_000804.wav,288.5,289.0
BUK4_20161011_000804.wav,290.0,290.5
BUK4_20161011_000804.wav,292.0,296.0
BUK4_20161011_000804.wav,297.5,298.5
BUK4_20161011_000804.wav,300.5,301.5
BUK4_20161011_000804.wav,302.0,306.0
BUK4_20161011_000804.wav,307.5,308.0
BUK4_20161011_000804.wav,308.5,309.5
BUK4_20161011_000804.wav,310.5,311.0
BUK4_20161011_000804.wav,311.5,312.5
BUK4_20161011_000804.wav,313.0,313.5
BUK4_20161011_000804.wav,316.0,316.5
BUK4_20161011_000804.wav,317.5,320.5
BUK4_20161011_000804.wav,321.0,322.0
BUK4_20161011_000804.wav,324.0,324.5
BUK4_20161011_000804.wav,328.0,336.0
BUK4_20161011_000804.wav,336.5,337.0
BUK4_20161011_000804.wav,338.0,338.5
BUK4_20161011_000804.wav,340.0,340.5
BUK4_20161011_000804.wav,341.5,342.0
BUK4_20161011_000804.wav,343.0,343.5
BUK4_20161011_000804.wav,345.5,351.5
BUK4_20161011_000804.wav,353.5,354.0
BUK4_20161011_000804.wav,354.5,355.0
BUK4_20161011_000804.wav,356.0,357.0
BUK4_20161011_000804.wav,357.5,361.0
BUK4_20161011_000804.wav,361.5,367.0
BUK4_20161011_000804.wav,367.5,369.0
BUK4_20161011_000804.wav,369.5,370.0
BUK4_20161011_000804.wav,370.5,371.0
BUK4_20161011_000804.wav,371.5,373.0
BUK4_20161011_000804.wav,374.5,376.0
BUK4_20161011_000804.wav,376.5,377.0
BUK4_20161011_000804.wav,378.0,380.5
BUK4_20161011_000804.wav,381.5,382.0
BUK4_20161011_000804.wav,382.5,384.0
BUK4_20161011_000804.wav,384.5,385.0
BUK4_20161011_000804.wav,385.5,391.0
BUK4_20161011_000804.wav,391.5,392.5
BUK4_20161011_000804.wav,393.0,394.0
BUK4_20161011_000804.wav,395.0,395.5
BUK4_20161011_000804.wav,396.5,397.0
BUK4_20161011_000804.wav,397.5,399.5
BUK4_20161011_000804.wav,400.0,400.5
BUK4_20161011_000804.wav,401.0,401.5
BUK4_20161011_000804.wav,404.0,404.5
BUK4_20161011_000804.wav,405.5,406.0
BUK4_20161011_000804.wav,406.5,407.0
BUK4_20161011_000804.wav,408.0,408.5
BUK4_20161011_000804.wav,409.0,409.5
BUK4_20161011_000804.wav,410.0,410.5
BUK4_20161011_000804.wav,412.0,414.0
BUK4_20161011_000804.wav,415.0,416.5
BUK4_20161011_000804.wav,417.0,417.5
BUK4_20161011_000804.wav,419.0,420.0
BUK4_20161011_000804.wav,420.5,422.0
BUK4_20161011_000804.wav,422.5,425.0
BUK4_20161011_000804.wav,425.5,426.0
BUK4_20161011_000804.wav,426.5,428.5
BUK4_20161011_000804.wav,430.0,431.0
BUK4_20161011_000804.wav,431.5,432.0
BUK4_20161011_000804.wav,432.5,434.0
BUK4_20161011_000804.wav,435.5,436.0
BUK4_20161011_000804.wav,437.5,438.0
BUK4_20161011_000804.wav,441.0,442.0
BUK4_20161011_000804.wav,443.0,443.5
BUK4_20161011_000804.wav,444.0,444.5
BUK4_20161011_000804.wav,445.0,445.5
BUK4_20161011_000804.wav,447.0,447.5
BUK4_20161011_000804.wav,450.5,451.5
BUK4_20161011_000804.wav,455.5,456.0
BUK4_20161011_000804.wav,458.0,459.0
BUK4_20161011_000804.wav,460.5,461.5
BUK4_20161011_000804.wav,463.5,464.5
BUK4_20161011_000804.wav,465.0,466.5
BUK4_20161011_000804.wav,468.0,468.5
BUK4_20161011_000804.wav,469.0,471.0
BUK4_20161011_000804.wav,471.5,472.0
BUK4_20161011_000804.wav,473.0,475.0
BUK4_20161011_000804.wav,475.5,477.0
BUK4_20161011_000804.wav,477.5,478.0
BUK4_20161011_000804.wav,479.5,480.0
BUK4_20161011_000804.wav,480.5,481.0
BUK4_20161011_000804.wav,482.5,483.5
BUK4_20161011_000804.wav,484.0,484.5
BUK4_20161011_000804.wav,485.0,485.5
BUK4_20161011_000804.wav,486.5,487.0
BUK4_20161011_000804.wav,488.0,488.5
BUK4_20161011_000804.wav,489.0,491.5
BUK4_20161011_000804.wav,494.0,494.5
BUK4_20161011_000804.wav,495.5,496.5
BUK4_20161011_000804.wav,497.0,498.0
BUK4_20161011_000804.wav,500.0,501.0
BUK4_20161011_000804.wav,502.0,502.5
BUK4_20161011_000804.wav,503.5,504.0
BUK4_20161011_000804.wav,505.5,506.5
BUK4_20161011_000804.wav,507.0,508.5
BUK4_20161011_000804.wav,509.5,510.0
BUK4_20161011_000804.wav,510.5,512.0
BUK4_20161011_000804.wav,513.5,514.5
BUK4_20161011_000804.wav,515.5,516.0
BUK4_20161011_000804.wav,516.5,517.0
BUK4_20161011_000804.wav,518.0,523.5
BUK4_20161011_000804.wav,524.0,524.5
BUK4_20161011_000804.wav,525.0,526.0
BUK4_20161011_000804.wav,526.5,527.5
BUK4_20161011_000804.wav,528.0,534.0
BUK4_20161011_000804.wav,535.5,537.5
BUK4_20161011_000804.wav,538.5,541.0
BUK4_20161011_000804.wav,542.5,544.0
BUK4_20161011_000804.wav,544.5,546.0
BUK4_20161011_000804.wav,546.5,547.0
BUK4_20161011_000804.wav,547.5,548.5
BUK4_20161011_000804.wav,549.0,549.5
BUK4_20161011_000804.wav,554.5,555.0
BUK4_20161011_000804.wav,555.5,556.0
BUK4_20161011_000804.wav,558.5,559.0
BUK4_20161011_000804.wav,560.0,562.0
BUK4_20161011_000804.wav,564.0,565.0
BUK4_20161011_000804.wav,566.0,567.5
BUK4_20161011_000804.wav,568.0,568.5
BUK4_20161011_000804.wav,570.5,571.0
BUK4_20161011_000804.wav,572.5,577.5
BUK4_20161011_000804.wav,578.0,579.0
BUK4_20161011_000804.wav,580.5,584.0
BUK4_20161011_000804.wav,584.5,586.0
BUK4_20161011_000804.wav,586.5,587.0
BUK4_20161011_000804.wav,588.0,588.5
BUK4_20161011_000804.wav,589.0,589.5
BUK4_20161011_000804.wav,591.0,591.5
BUK4_20161011_000804.wav,592.0,594.5
BUK4_20161011_000804.wav,595.0,596.5
BUK4_20161011_000804.wav,600.0,600.5
BUK4_20161011_000804.wav,601.5,602.0
BUK4_20161011_000804.wav,602.5,603.0
BUK4_20161011_000804.wav,605.0,606.0
BUK4_20161011_000804.wav,606.5,611.0
BUK4_20161011_000804.wav,611.5,612.5
BUK4_20161011_000804.wav,613.0,613.5
BUK4_20161011_000804.wav,616.0,616.5
BUK4_20161011_000804.wav,617.0,617.5
BUK4_20161011_000804.wav,618.0,618.5
BUK4_20161011_000804.wav,620.5,621.0
BUK4_20161011_000804.wav,621.5,622.0
BUK4_20161011_000804.wav,622.5,623.5
BUK4_20161011_000804.wav,625.0,630.0
BUK4_20161011_000804.wav,630.5,632.0
BUK4_20161011_000804.wav,633.5,637.5
BUK4_20161011_000804.wav,638.0,638.5
BUK4_20161011_000804.wav,640.5,644.5
BUK4_20161011_000804.wav,645.0,645.5
BUK4_20161011_000804.wav,647.5,648.0
BUK4_20161011_000804.wav,648.5,651.0
BUK4_20161011_000804.wav,652.0,652.5
BUK4_20161011_000804.wav,653.5,655.0
BUK4_20161011_000804.wav,655.5,657.0
BUK4_20161011_000804.wav,657.5,661.0
BUK4_20161011_000804.wav,661.5,662.0
BUK4_20161011_000804.wav,662.5,664.0
BUK4_20161011_000804.wav,665.0,666.0
BUK4_20161011_000804.wav,666.5,667.5
BUK4_20161011_000804.wav,668.5,669.0
BUK4_20161011_000804.wav,670.5,671.0
BUK4_20161011_000804.wav,671.5,673.0
BUK4_20161011_000804.wav,673.5,675.5
BUK4_20161011_000804.wav,676.0,676.5
BUK4_20161011_000804.wav,677.0,678.0
BUK4_20161011_000804.wav,683.0,683.5
BUK4_20161011_000804.wav,684.5,685.0
BUK4_20161011_000804.wav,685.5,689.0
BUK4_20161011_000804.wav,689.5,690.0
BUK4_20161011_000804.wav,692.5,693.5
BUK4_20161011_000804.wav,695.0,696.0
BUK4_20161011_000804.wav,696.5,698.0
BUK4_20161011_000804.wav,699.0,699.5
BUK4_20161011_000804.wav,701.0,703.5
BUK4_20161011_000804.wav,705.0,710.0
BUK4_20161011_000804.wav,710.5,711.0
BUK4_20161011_000804.wav,711.5,712.0
BUK4_20161011_000804.wav,713.5,714.0
BUK4_20161011_000804.wav,718.0,720.5
BUK4_20161011_000804.wav,721.0,721.5
BUK4_20161011_000804.wav,722.0,724.0
BUK4_20161011_000804.wav,725.0,728.5
BUK4_20161011_000804.wav,731.5,733.0
BUK4_20161011_000804.wav,733.5,736.5
BUK4_20161011_000804.wav,737.0,741.0
BUK4_20161011_000804.wav,742.5,743.0
BUK4_20161011_000804.wav,744.0,746.0
BUK4_20161011_000804.wav,747.5,748.0
BUK4_20161011_000804.wav,748.5,749.0
BUK4_20161011_000804.wav,750.5,751.5
BUK4_20161011_000804.wav,752.5,754.5
BUK4_20161011_000804.wav,756.0,757.0
BUK4_20161011_000804.wav,758.0,759.5
BUK4_20161011_000804.wav,760.0,766.5
BUK4_20161011_000804.wav,767.0,767.5
BUK4_20161011_000804.wav,768.0,768.5
BUK4_20161011_000804.wav,769.0,770.0
BUK4_20161011_000804.wav,770.5,771.0
BUK4_20161011_000804.wav,772.0,778.5
BUK4_20161011_000804.wav,780.5,781.0
BUK4_20161011_000804.wav,782.0,787.0
BUK4_20161011_000804.wav,788.0,790.5
BUK4_20161011_000804.wav,791.0,791.5
BUK4_20161011_000804.wav,794.0,795.0
BUK4_20161011_000804.wav,795.5,796.0
BUK4_20161011_000804.wav,800.0,800.5
BUK4_20161011_000804.wav,801.0,802.0
BUK4_20161011_000804.wav,802.5,803.0
BUK4_20161011_000804.wav,803.5,804.5
BUK4_20161011_000804.wav,805.0,805.5
BUK4_20161011_000804.wav,807.0,807.5
BUK4_20161011_000804.wav,808.0,811.5
BUK4_20161011_000804.wav,812.0,813.5
BUK4_20161011_000804.wav,814.0,816.5
BUK4_20161011_000804.wav,817.0,817.5
BUK4_20161011_000804.wav,818.5,819.0
BUK4_20161011_000804.wav,820.5,821.0
BUK4_20161011_000804.wav,825.0,825.5
BUK4_20161011_000804.wav,827.0,827.5
BUK4_20161011_000804.wav,829.0,830.5
BUK4_20161011_000804.wav,831.0,832.0
BUK4_20161011_000804.wav,833.0,834.5
BUK4_20161011_000804.wav,835.0,838.0
BUK4_20161011_000804.wav,838.5,839.0
BUK4_20161011_000804.wav,839.5,840.5
BUK4_20161011_000804.wav,842.0,844.0
BUK4_20161011_000804.wav,844.5,846.0
BUK4_20161011_000804.wav,846.5,852.5
BUK4_20161011_000804.wav,853.0,854.0
BUK4_20161011_000804.wav,854.5,855.0
BUK4_20161011_000804.wav,856.5,858.0
BUK4_20161011_000804.wav,858.5,861.5
BUK4_20161011_000804.wav,862.0,862.5
BUK4_20161011_000804.wav,863.0,865.0
BUK4_20161011_000804.wav,866.5,867.0
BUK4_20161011_000804.wav,869.0,869.5
BUK4_20161011_000804.wav,870.0,871.0
BUK4_20161011_000804.wav,871.5,874.0
BUK4_20161011_000804.wav,874.5,880.0
BUK4_20161011_000804.wav,880.5,881.5
BUK4_20161011_000804.wav,882.0,882.5
BUK4_20161011_000804.wav,883.0,884.5
BUK4_20161011_000804.wav,885.0,894.0
BUK4_20161011_000804.wav,895.0,896.5
BUK4_20161011_000804.wav,897.0,897.5
BUK4_20161011_000804.wav,898.0,901.0
BUK4_20161011_000804.wav,901.5,902.5
BUK4_20161011_000804.wav,903.5,904.5
BUK4_20161011_000804.wav,906.0,909.0
BUK4_20161011_000804.wav,909.5,910.0
BUK4_20161011_000804.wav,910.5,911.5
BUK4_20161011_000804.wav,912.5,914.5
BUK4_20161011_000804.wav,915.0,915.5
BUK4_20161011_000804.wav,916.5,918.5
BUK4_20161011_000804.wav,919.0,920.0
BUK4_20161011_000804.wav,920.5,921.0
BUK4_20161011_000804.wav,922.5,924.0
BUK4_20161011_000804.wav,924.5,928.0
BUK4_20161011_000804.wav,928.5,929.0
BUK4_20161011_000804.wav,929.5,931.0
BUK4_20161011_000804.wav,932.0,933.0
BUK4_20161011_000804.wav,934.5,937.0
BUK4_20161011_000804.wav,937.5,938.0
BUK4_20161011_000804.wav,938.5,939.0
BUK4_20161011_000804.wav,942.0,942.5
BUK4_20161011_000804.wav,943.0,945.0
BUK4_20161011_000804.wav,945.5,946.5
BUK4_20161011_000804.wav,947.0,947.5
BUK4_20161011_000804.wav,948.0,949.5
BUK4_20161011_000804.wav,950.0,950.5
BUK4_20161011_000804.wav,951.0,951.5
BUK4_20161011_000804.wav,952.0,952.5
BUK4_20161011_000804.wav,954.0,956.0
BUK4_20161011_000804.wav,956.5,958.0
BUK4_20161011_000804.wav,958.5,960.5
BUK4_20161011_000804.wav,961.0,961.5
BUK4_20161011_000804.wav,962.0,962.5
BUK4_20161011_000804.wav,963.0,969.0
BUK4_20161011_000804.wav,969.5,973.0
BUK4_20161011_000804.wav,974.5,980.5
BUK4_20161011_000804.wav,981.0,981.5
BUK4_20161011_000804.wav,982.5,985.5
BUK4_20161011_000804.wav,986.0,991.0
BUK4_20161011_000804.wav,991.5,992.0
BUK4_20161011_000804.wav,992.5,994.5
BUK4_20161011_000804.wav,995.0,997.5
BUK4_20161011_000804.wav,998.5,999.0
BUK4_20161011_000804.wav,999.5,1000.0
BUK4_20161011_000804.wav,1000.5,1004.5
BUK4_20161011_000804.wav,1005.0,1006.0
BUK4_20161011_000804.wav,1006.5,1007.5
BUK4_20161011_000804.wav,1008.0,1010.5
BUK4_20161011_000804.wav,1011.5,1012.5
BUK4_20161011_000804.wav,1013.0,1015.0
BUK4_20161011_000804.wav,1015.5,1016.0
BUK4_20161011_000804.wav,1016.5,1018.5
BUK4_20161011_000804.wav,1019.0,1020.5
BUK4_20161011_000804.wav,1021.0,1022.5
BUK4_20161011_000804.wav,1023.0,1024.5
BUK4_20161011_000804.wav,1025.5,1026.0
BUK4_20161011_000804.wav,1026.5,1028.5
BUK4_20161011_000804.wav,1029.0,1029.5
BUK4_20161011_000804.wav,1030.5,1032.5
BUK4_20161011_000804.wav,1034.0,1034.5
BUK4_20161011_000804.wav,1035.0,1035.5
BUK4_20161011_000804.wav,1036.0,1037.0
BUK4_20161011_000804.wav,1039.0,1041.0
BUK4_20161011_000804.wav,1042.0,1043.0
BUK4_20161011_000804.wav,1043.5,1044.5
BUK4_20161011_000804.wav,1045.0,1047.5
BUK4_20161011_000804.wav,1048.0,1055.5
BUK4_20161011_000804.wav,1056.0,1056.5
BUK4_20161011_000804.wav,1057.0,1060.0
BUK4_20161011_000804.wav,1060.5,1061.0
BUK4_20161011_000804.wav,1066.5,1068.0
BUK4_20161011_000804.wav,1069.0,1070.5
BUK4_20161011_000804.wav,1072.5,1073.0
BUK4_20161011_000804.wav,1075.0,1075.5
BUK4_20161011_000804.wav,1076.0,1076.5
BUK4_20161011_000804.wav,1077.0,1077.5
BUK4_20161011_000804.wav,1079.0,1079.5
BUK4_20161011_000804.wav,1080.0,1081.0
BUK4_20161011_000804.wav,1081.5,1082.0
